Time(s),Crosshead(mm),Load(kN),Extensometer(mm/mm),Stress(MPa)
189.2,3.1303,16.445,0.00704,1431.6
189.3,3.1319,16.453,0.00705,1432.3
189.4,3.1336,16.461,0.00704,1433.1
189.5,3.1353,16.471,0.00706,1434.0
189.6,3.1369,16.481,0.00706,1434.8
189.7,3.1386,16.489,0.00707,1435.5
189.8,3.1402,16.499,0.00708,1436.3
189.9,3.1420,16.509,0.00709,1437.2
190.0,3.1436,16.518,0.00709,1438.1
190.1,3.1452,16.527,0.00710,1438.8
190.2,3.1468,16.535,0.00711,1439.5
190.3,3.1485,16.546,0.00712,1440.4
190.4,3.1502,16.554,0.00713,1441.2
190.5,3.1519,16.563,0.00713,1442.0
190.6,3.1533,16.570,0.00714,1442.6
190.7,3.1552,16.581,0.00714,1443.5
190.8,3.1568,16.590,0.00715,1444.3
190.9,3.1585,16.600,0.00716,1445.2
191.0,3.1602,16.607,0.00717,1445.8
191.1,3.1620,16.618,0.00717,1446.7
191.2,3.1636,16.625,0.00718,1447.4
191.3,3.1652,16.635,0.00719,1448.2
191.4,3.1669,16.645,0.00720,1449.1
191.5,3.1686,16.654,0.00720,1449.8
191.6,3.1703,16.662,0.00721,1450.6
191.7,3.1719,16.670,0.00722,1451.2
191.8,3.1735,16.679,0.00723,1452.1
191.9,3.1752,16.688,0.00723,1452.8
192.0,3.1769,16.697,0.00723,1453.6
192.1,3.1784,16.704,0.00725,1454.3
192.2,3.1801,16.713,0.00725,1455.0
192.3,3.1817,16.721,0.00727,1455.7
192.4,3.1835,16.731,0.00727,1456.6
192.5,3.1851,16.738,0.00728,1457.2
192.6,3.1868,16.747,0.00728,1458.0
192.7,3.1884,16.755,0.00729,1458.6
192.8,3.1901,16.764,0.00730,1459.4
192.9,3.1918,16.772,0.00731,1460.1
193.0,3.1935,16.781,0.00732,1460.9
193.1,3.1951,16.789,0.00732,1461.6
193.2,3.1968,16.797,0.00733,1462.3
193.3,3.1985,16.806,0.00734,1463.1
193.4,3.2001,16.815,0.00735,1463.9
193.5,3.2018,16.821,0.00736,1464.4
193.6,3.2035,16.830,0.00736,1465.2
193.7,3.2052,16.839,0.00737,1466.0
193.8,3.2068,16.846,0.00738,1466.5
193.9,3.2085,16.855,0.00739,1467.4
194.0,3.2102,16.863,0.00739,1468.1
194.1,3.2119,16.873,0.00740,1468.9
194.2,3.2136,16.878,0.00741,1469.4
194.3,3.2152,16.886,0.00741,1470.1
194.4,3.2169,16.896,0.00742,1470.9
194.5,3.2187,16.904,0.00743,1471.7
194.6,3.2203,16.912,0.00744,1472.3
194.7,3.2220,16.919,0.00745,1473.0
194.8,3.2237,16.928,0.00745,1473.8
194.9,3.2253,16.937,0.00746,1474.5
195.0,3.2269,16.943,0.00747,1475.1
195.1,3.2286,16.951,0.00748,1475.7
195.2,3.2304,16.960,0.00749,1476.5
195.3,3.2318,16.966,0.00749,1477.0
195.4,3.2334,16.973,0.00750,1477.6
195.5,3.2351,16.981,0.00751,1478.3
195.6,3.2368,16.989,0.00752,1479.0
195.7,3.2383,16.995,0.00752,1479.5
195.8,3.2399,17.001,0.00753,1480.1
195.9,3.2415,17.009,0.00754,1480.8
196.0,3.2433,17.019,0.00755,1481.6
196.1,3.2448,17.024,0.00755,1482.1
196.2,3.2465,17.031,0.00756,1482.6
196.3,3.2482,17.038,0.00757,1483.3
196.4,3.2500,17.048,0.00758,1484.2
196.5,3.2516,17.055,0.00759,1484.8
196.6,3.2533,17.062,0.00760,1485.4
196.7,3.2551,17.072,0.00760,1486.2
196.8,3.2568,17.080,0.00761,1486.9
196.9,3.2584,17.087,0.00762,1487.5
197.0,3.2599,17.092,0.00763,1488.0
197.1,3.2618,17.101,0.00764,1488.8
197.2,3.2633,17.108,0.00764,1489.4
197.3,3.2649,17.114,0.00765,1489.9
197.4,3.2666,17.119,0.00766,1490.4
197.5,3.2684,17.129,0.00767,1491.2
197.6,3.2700,17.135,0.00768,1491.8
197.7,3.2717,17.142,0.00769,1492.4
197.8,3.2735,17.150,0.00769,1493.0
197.9,3.2752,17.157,0.00771,1493.6
198.0,3.2768,17.163,0.00771,1494.2
198.1,3.2784,17.170,0.00772,1494.7
198.2,3.2802,17.178,0.00773,1495.5
198.3,3.2819,17.184,0.00773,1496.0
198.4,3.2835,17.191,0.00775,1496.6
198.5,3.2850,17.197,0.00775,1497.1
198.6,3.2868,17.205,0.00777,1497.8
198.7,3.2884,17.211,0.00777,1498.3
198.8,3.2901,17.217,0.00778,1498.8
198.9,3.2917,17.220,0.00779,1499.2
199.0,3.2935,17.228,0.00780,1499.8
199.1,3.2949,17.234,0.00781,1500.4
199.2,3.2967,17.242,0.00781,1501.0
199.3,3.2984,17.245,0.00782,1501.3
199.4,3.3001,17.254,0.00783,1502.1
199.5,3.3016,17.258,0.00784,1502.4
199.6,3.3032,17.265,0.00785,1503.1
199.7,3.3050,17.272,0.00785,1503.6
199.8,3.3066,17.278,0.00786,1504.2
199.9,3.3082,17.282,0.00787,1504.6
200.0,3.3098,17.288,0.00788,1505.1
200.1,3.3116,17.296,0.00789,1505.7
200.2,3.3132,17.301,0.00790,1506.2
200.3,3.3148,17.307,0.00791,1506.7
200.4,3.3165,17.313,0.00792,1507.2
200.5,3.3181,17.320,0.00793,1507.8
200.6,3.3197,17.325,0.00793,1508.2
200.7,3.3216,17.331,0.00795,1508.8
200.8,3.3231,17.337,0.00796,1509.3
200.9,3.3248,17.342,0.00796,1509.7
201.0,3.3264,17.346,0.00797,1510.1
201.1,3.3281,17.354,0.00798,1510.8
201.2,3.3298,17.358,0.00799,1511.2
201.3,3.3316,17.364,0.00800,1511.7
201.4,3.3331,17.369,0.00801,1512.1
201.5,3.3348,17.374,0.00802,1512.6
201.6,3.3365,17.381,0.00803,1513.1
201.7,3.3381,17.387,0.00804,1513.7
201.8,3.3399,17.391,0.00804,1514.0
201.9,3.3415,17.397,0.00806,1514.5
202.0,3.3433,17.403,0.00807,1515.1
202.1,3.3447,17.406,0.00807,1515.4
202.2,3.3464,17.412,0.00809,1515.9
202.3,3.3482,17.417,0.00810,1516.3
202.4,3.3499,17.424,0.00811,1516.9
202.5,3.3515,17.426,0.00812,1517.1
202.6,3.3532,17.431,0.00813,1517.5
202.7,3.3549,17.436,0.00813,1517.9
202.8,3.3567,17.441,0.00815,1518.4
202.9,3.3583,17.446,0.00816,1518.8
203.0,3.3600,17.451,0.00817,1519.2
203.1,3.3617,17.456,0.00818,1519.7
203.2,3.3633,17.461,0.00819,1520.1
203.3,3.3649,17.464,0.00821,1520.3
203.4,3.3665,17.467,0.00821,1520.7
203.5,3.3684,17.474,0.00823,1521.3
203.6,3.3699,17.477,0.00824,1521.5
203.7,3.3714,17.481,0.00824,1521.8
203.8,3.3732,17.485,0.00826,1522.2
203.9,3.3750,17.491,0.00827,1522.7
204.0,3.3764,17.493,0.00828,1522.9
204.1,3.3781,17.496,0.00829,1523.2
204.2,3.3798,17.500,0.00830,1523.5
204.3,3.3816,17.507,0.00831,1524.1
204.4,3.3832,17.508,0.00833,1524.2
204.5,3.3849,17.513,0.00834,1524.7
204.6,3.3868,17.519,0.00835,1525.1
204.7,3.3884,17.523,0.00836,1525.5
204.8,3.3900,17.526,0.00837,1525.8
204.9,3.3916,17.530,0.00839,1526.1
205.0,3.3935,17.535,0.00840,1526.5
205.1,3.3951,17.538,0.00841,1526.8
205.2,3.3967,17.541,0.00842,1527.1
205.3,3.3982,17.542,0.00843,1527.1
205.4,3.4000,17.548,0.00845,1527.7
205.5,3.4016,17.550,0.00846,1527.8
205.6,3.4032,17.553,0.00847,1528.1
205.7,3.4050,17.554,0.00849,1528.2
205.8,3.4067,17.558,0.00850,1528.6
205.9,3.4083,17.562,0.00851,1528.9
206.0,3.4100,17.564,0.00852,1529.1
206.1,3.4117,17.569,0.00854,1529.5
206.2,3.4135,17.573,0.00855,1529.8
206.3,3.4151,17.575,0.00856,1530.0
206.4,3.4167,17.578,0.00858,1530.3
206.5,3.4185,17.582,0.00860,1530.6
206.6,3.4201,17.585,0.00860,1530.9
206.7,3.4219,17.587,0.00862,1531.1
206.8,3.4233,17.587,0.00863,1531.1
206.9,3.4252,17.591,0.00864,1531.5
207.0,3.4267,17.593,0.00866,1531.6
207.1,3.4284,17.597,0.00868,1532.0
207.2,3.4301,17.599,0.00869,1532.1
207.3,3.4319,17.602,0.00870,1532.4
207.4,3.4335,17.603,0.00872,1532.5
207.5,3.4351,17.606,0.00873,1532.7
207.6,3.4368,17.609,0.00875,1533.0
207.7,3.4384,17.611,0.00876,1533.2
207.8,3.4400,17.613,0.00877,1533.3
207.9,3.4417,17.614,0.00879,1533.4
208.0,3.4433,17.618,0.00881,1533.8
208.1,3.4449,17.620,0.00882,1533.9
208.2,3.4468,17.622,0.00883,1534.1
208.3,3.4483,17.623,0.00885,1534.2
208.4,3.4500,17.625,0.00886,1534.4
208.5,3.4515,17.625,0.00887,1534.4
208.6,3.4532,17.629,0.00890,1534.7
208.7,3.4548,17.631,0.00891,1534.9
208.8,3.4565,17.632,0.00892,1535.0
208.9,3.4581,17.633,0.00894,1535.1
209.0,3.4597,17.636,0.00896,1535.4
209.1,3.4615,17.638,0.00897,1535.5
209.2,3.4632,17.640,0.00899,1535.7
209.3,3.4648,17.641,0.00900,1535.8
209.4,3.4665,17.643,0.00902,1536.0
209.5,3.4683,17.645,0.00903,1536.2
209.6,3.4698,17.648,0.00905,1536.4
209.7,3.4715,17.648,0.00907,1536.4
209.8,3.4732,17.650,0.00908,1536.6
209.9,3.4749,17.652,0.00909,1536.8
210.0,3.4764,17.652,0.00911,1536.7
210.1,3.4780,17.654,0.00913,1536.9
210.2,3.4798,17.655,0.00914,1537.0
210.3,3.4816,17.659,0.00915,1537.3
210.4,3.4830,17.657,0.00917,1537.1
210.5,3.4847,17.659,0.00919,1537.4
210.6,3.4864,17.661,0.00920,1537.6
210.7,3.4881,17.663,0.00922,1537.7
210.8,3.4898,17.663,0.00924,1537.7
210.9,3.4916,17.665,0.00925,1537.8
211.0,3.4933,17.667,0.00927,1538.0
211.1,3.4950,17.668,0.00929,1538.1
211.2,3.4966,17.669,0.00930,1538.2
211.3,3.4983,17.670,0.00931,1538.3
211.4,3.5000,17.672,0.00933,1538.5
211.5,3.5016,17.673,0.00935,1538.6
211.6,3.5032,17.673,0.00936,1538.6
211.7,3.5049,17.673,0.00938,1538.6
211.8,3.5067,17.676,0.00940,1538.9
211.9,3.5081,17.676,0.00941,1538.8
212.0,3.5097,17.676,0.00943,1538.8
212.1,3.5113,17.677,0.00944,1538.9
212.2,3.5132,17.679,0.00946,1539.1
212.3,3.5148,17.678,0.00947,1539.0
212.4,3.5164,17.678,0.00949,1539.0
212.5,3.5181,17.678,0.00950,1539.0
212.6,3.5199,17.683,0.00952,1539.4
212.7,3.5215,17.681,0.00953,1539.3
212.8,3.5232,17.682,0.00955,1539.4
212.9,3.5249,17.683,0.00957,1539.5
213.0,3.5265,17.684,0.00958,1539.5
213.1,3.5281,17.684,0.00960,1539.5
213.2,3.5297,17.685,0.00961,1539.6
213.3,3.5316,17.687,0.00963,1539.8
213.4,3.5332,17.689,0.00965,1539.9
213.5,3.5349,17.688,0.00966,1539.9
213.6,3.5364,17.688,0.00967,1539.9
213.7,3.5383,17.691,0.00969,1540.1
213.8,3.5400,17.691,0.00971,1540.1
213.9,3.5416,17.691,0.00973,1540.2
214.0,3.5432,17.689,0.00974,1540.0
214.1,3.5449,17.691,0.00976,1540.2
214.2,3.5465,17.692,0.00977,1540.2
214.3,3.5482,17.693,0.00979,1540.3
214.4,3.5500,17.693,0.00980,1540.3
214.5,3.5517,17.694,0.00982,1540.4
214.6,3.5533,17.693,0.00983,1540.4
214.7,3.5549,17.694,0.00985,1540.4
214.8,3.5567,17.696,0.00986,1540.6
214.9,3.5584,17.696,0.00988,1540.6
215.0,3.5600,17.696,0.00989,1540.6
215.1,3.5616,17.696,0.00991,1540.6
215.2,3.5632,17.697,0.00992,1540.6
215.3,3.5649,17.697,0.00994,1540.7
215.4,3.5667,17.697,0.00995,1540.7
215.5,3.5681,17.697,0.00996,1540.6
215.6,3.5699,17.696,0.00998,1540.5
215.7,3.5715,17.696,0.01000,1540.6
215.8,3.5732,17.698,0.01001,1540.7
215.9,3.5748,17.696,0.01002,1540.6
216.0,3.5766,17.697,0.01004,1540.6
216.1,3.5781,17.696,0.01005,1540.6
216.2,3.5799,17.698,0.01007,1540.8
216.3,3.5816,17.697,0.01008,1540.7
216.4,3.5833,17.699,0.01009,1540.9
216.5,3.5849,17.698,0.01011,1540.7
216.6,3.5865,17.699,0.01013,1540.8
216.7,3.5884,17.699,0.01014,1540.9
216.8,3.5900,17.700,0.01016,1541.0
216.9,3.5916,17.700,0.01017,1540.9
217.0,3.5932,17.699,0.01018,1540.9
217.1,3.5950,17.701,0.01020,1541.0
217.2,3.5964,17.699,0.01021,1540.8
217.3,3.5982,17.700,0.01022,1540.9
217.4,3.5999,17.700,0.01024,1540.9
217.5,3.6016,17.701,0.01026,1541.0
217.6,3.6031,17.698,0.01027,1540.7
217.7,3.6048,17.700,0.01028,1540.9
217.8,3.6064,17.700,0.01030,1540.9
217.9,3.6081,17.700,0.01031,1540.9
218.0,3.6097,17.698,0.01032,1540.7
218.1,3.6114,17.699,0.01034,1540.8
218.2,3.6131,17.699,0.01035,1540.8
218.3,3.6148,17.699,0.01036,1540.9
218.4,3.6164,17.699,0.01037,1540.8
218.5,3.6181,17.699,0.01039,1540.8
218.6,3.6199,17.699,0.01040,1540.8
218.7,3.6216,17.700,0.01042,1540.9
218.8,3.6232,17.700,0.01043,1540.9
218.9,3.6249,17.700,0.01044,1540.9
219.0,3.6267,17.701,0.01045,1541.0
219.1,3.6281,17.700,0.01047,1540.9
219.2,3.6297,17.699,0.01048,1540.8
219.3,3.6315,17.699,0.01049,1540.8
219.4,3.6332,17.701,0.01051,1541.0
219.5,3.6348,17.697,0.01051,1540.7
219.6,3.6365,17.697,0.01053,1540.6
219.7,3.6382,17.697,0.01054,1540.6
219.8,3.6399,17.698,0.01055,1540.8
219.9,3.6416,17.697,0.01057,1540.6
220.0,3.6432,17.697,0.01059,1540.6
220.1,3.6450,17.698,0.01060,1540.7
220.2,3.6467,17.698,0.01062,1540.7
220.3,3.6483,17.697,0.01062,1540.7
220.4,3.6500,17.697,0.01063,1540.7
220.5,3.6517,17.698,0.01065,1540.7
220.6,3.6533,17.696,0.01066,1540.6
220.7,3.6549,17.696,0.01067,1540.6
220.8,3.6564,17.695,0.01068,1540.5
220.9,3.6584,17.697,0.01070,1540.7
221.0,3.6600,17.696,0.01071,1540.5
221.1,3.6616,17.695,0.01072,1540.5
221.2,3.6631,17.692,0.01073,1540.2
221.3,3.6649,17.695,0.01074,1540.5
221.4,3.6665,17.694,0.01075,1540.4
221.5,3.6682,17.693,0.01076,1540.3
221.6,3.6699,17.691,0.01078,1540.1
221.7,3.6716,17.692,0.01078,1540.2
221.8,3.6732,17.691,0.01079,1540.1
221.9,3.6749,17.690,0.01081,1540.1
222.0,3.6766,17.692,0.01082,1540.2
222.1,3.6783,17.691,0.01084,1540.2
222.2,3.6800,17.690,0.01084,1540.1
222.3,3.6816,17.690,0.01085,1540.1
222.4,3.6833,17.691,0.01086,1540.2
222.5,3.6850,17.690,0.01088,1540.0
222.6,3.6867,17.690,0.01089,1540.1
222.7,3.6882,17.687,0.01090,1539.8
222.8,3.6900,17.688,0.01091,1539.9
222.9,3.6916,17.687,0.01092,1539.8
223.0,3.6933,17.688,0.01093,1539.9
223.1,3.6951,17.686,0.01094,1539.7
223.2,3.6968,17.687,0.01095,1539.8
223.3,3.6984,17.684,0.01096,1539.6
223.4,3.7000,17.684,0.01097,1539.5
223.5,3.7017,17.685,0.01098,1539.6
223.6,3.7033,17.684,0.01099,1539.5
223.7,3.7050,17.684,0.01100,1539.5
223.8,3.7067,17.683,0.01101,1539.4
223.9,3.7083,17.682,0.01102,1539.4
224.0,3.7099,17.681,0.01103,1539.3
224.1,3.7117,17.681,0.01104,1539.3
224.2,3.7132,17.680,0.01105,1539.2
224.3,3.7149,17.679,0.01106,1539.0
224.4,3.7165,17.677,0.01107,1538.9
224.5,3.7183,17.679,0.01108,1539.1
224.6,3.7199,17.677,0.01108,1538.9
224.7,3.7216,17.677,0.01109,1538.9
224.8,3.7232,17.675,0.01111,1538.8
224.9,3.7248,17.675,0.01111,1538.8
225.0,3.7266,17.674,0.01113,1538.6
225.1,3.7283,17.675,0.01113,1538.7
225.2,3.7299,17.673,0.01114,1538.6
225.3,3.7316,17.672,0.01115,1538.5
225.4,3.7333,17.672,0.01116,1538.5
225.5,3.7348,17.672,0.01117,1538.5
225.6,3.7365,17.670,0.01118,1538.3
225.7,3.7382,17.670,0.01118,1538.3
225.8,3.7400,17.671,0.01120,1538.4
225.9,3.7413,17.668,0.01120,1538.1
226.0,3.7431,17.668,0.01121,1538.1
226.1,3.7448,17.668,0.01121,1538.1
226.2,3.7465,17.668,0.01122,1538.2
226.3,3.7481,17.665,0.01123,1537.9
226.4,3.7498,17.664,0.01124,1537.8
226.5,3.7515,17.665,0.01125,1537.8
226.6,3.7532,17.664,0.01125,1537.8
226.7,3.7548,17.663,0.01126,1537.7
226.8,3.7565,17.662,0.01127,1537.6
226.9,3.7582,17.662,0.01127,1537.6
227.0,3.7599,17.662,0.01128,1537.6
227.1,3.7615,17.661,0.01129,1537.5
227.2,3.7632,17.660,0.01130,1537.4
227.3,3.7649,17.661,0.01131,1537.5
227.4,3.7664,17.660,0.01131,1537.4
227.5,3.7680,17.658,0.01132,1537.3
227.6,3.7697,17.658,0.01133,1537.3
227.7,3.7716,17.659,0.01134,1537.3
227.8,3.7731,17.655,0.01134,1537.0
227.9,3.7748,17.654,0.01135,1536.9
228.0,3.7765,17.653,0.01135,1536.8
228.1,3.7782,17.655,0.01136,1537.0
228.2,3.7800,17.652,0.01137,1536.8
228.3,3.7816,17.652,0.01138,1536.8
228.4,3.7833,17.652,0.01138,1536.8
228.5,3.7851,17.652,0.01139,1536.7
228.6,3.7867,17.651,0.01140,1536.7
228.7,3.7883,17.650,0.01141,1536.6
228.8,3.7901,17.650,0.01141,1536.6
228.9,3.7917,17.649,0.01142,1536.5
229.0,3.7933,17.648,0.01142,1536.4
229.1,3.7948,17.646,0.01143,1536.2
229.2,3.7968,17.648,0.01144,1536.4
229.3,3.7984,17.646,0.01145,1536.2
229.4,3.8000,17.645,0.01144,1536.1
229.5,3.8015,17.641,0.01145,1535.8
229.6,3.8032,17.644,0.01146,1536.0
229.7,3.8049,17.642,0.01147,1535.9
229.8,3.8065,17.641,0.01147,1535.8
229.9,3.8081,17.637,0.01147,1535.5
230.0,3.8099,17.639,0.01148,1535.7
230.1,3.8114,17.638,0.01148,1535.6
230.2,3.8131,17.638,0.01149,1535.5
230.3,3.8148,17.636,0.01150,1535.4
230.4,3.8165,17.636,0.01150,1535.3
230.5,3.8181,17.634,0.01151,1535.2
230.6,3.8197,17.634,0.01151,1535.2
230.7,3.8215,17.634,0.01152,1535.2
230.8,3.8231,17.634,0.01152,1535.2
230.9,3.8247,17.632,0.01153,1535.0
231.0,3.8264,17.632,0.01153,1535.0
231.1,3.8280,17.633,0.01154,1535.1
231.2,3.8297,17.632,0.01154,1535.0
231.3,3.8313,17.632,0.01155,1535.0
231.4,3.8329,17.630,0.01155,1534.9
231.5,3.8346,17.630,0.01156,1534.8
231.6,3.8363,17.629,0.01157,1534.8
231.7,3.8381,17.630,0.01156,1534.8
231.8,3.8396,17.628,0.01157,1534.6
231.9,3.8415,17.627,0.01158,1534.6
232.0,3.8431,17.626,0.01158,1534.5
232.1,3.8448,17.627,0.01159,1534.6
232.2,3.8465,17.625,0.01159,1534.4
232.3,3.8482,17.626,0.01159,1534.5
232.4,3.8498,17.624,0.01160,1534.3
232.5,3.8515,17.624,0.01161,1534.3
232.6,3.8532,17.624,0.01161,1534.3
232.7,3.8548,17.623,0.01162,1534.2
232.8,3.8565,17.622,0.01162,1534.1
232.9,3.8582,17.621,0.01162,1534.0
233.0,3.8600,17.622,0.01164,1534.2
233.1,3.8613,17.619,0.01164,1533.9
233.2,3.8632,17.619,0.01164,1533.9
233.3,3.8648,17.619,0.01164,1533.8
233.4,3.8665,17.619,0.01165,1533.9
233.5,3.8681,17.615,0.01165,1533.5
233.6,3.8698,17.617,0.01166,1533.7
233.7,3.8715,17.616,0.01167,1533.6
233.8,3.8732,17.615,0.01167,1533.5
233.9,3.8748,17.613,0.01168,1533.4
234.0,3.8765,17.612,0.01167,1533.3
234.1,3.8782,17.612,0.01168,1533.3
234.2,3.8800,17.613,0.01169,1533.3
234.3,3.8816,17.611,0.01169,1533.2
234.4,3.8832,17.611,0.01169,1533.2
234.5,3.8851,17.612,0.01170,1533.2
234.6,3.8865,17.611,0.01170,1533.1
234.7,3.8883,17.609,0.01171,1533.0
234.8,3.8900,17.608,0.01171,1532.9
234.9,3.8917,17.609,0.01172,1533.0
235.0,3.8932,17.606,0.01172,1532.7
235.1,3.8948,17.604,0.01172,1532.6
235.2,3.8965,17.605,0.01173,1532.7
235.3,3.8983,17.606,0.01173,1532.7
235.4,3.8999,17.602,0.01174,1532.4
235.5,3.9016,17.602,0.01174,1532.4
235.6,3.9033,17.602,0.01174,1532.4
235.7,3.9050,17.602,0.01175,1532.4
235.8,3.9067,17.600,0.01175,1532.2
235.9,3.9084,17.601,0.01175,1532.3
236.0,3.9101,17.602,0.01176,1532.4
236.1,3.9118,17.601,0.01176,1532.3
236.2,3.9133,17.599,0.01177,1532.2
236.3,3.9149,17.598,0.01176,1532.1
236.4,3.9169,17.599,0.01177,1532.1
236.5,3.9184,17.598,0.01177,1532.0
236.6,3.9200,17.595,0.01178,1531.7
236.7,3.9217,17.593,0.01178,1531.6
236.8,3.9235,17.595,0.01178,1531.8
236.9,3.9250,17.593,0.01178,1531.6
237.0,3.9268,17.592,0.01179,1531.5
237.1,3.9285,17.592,0.01179,1531.5
237.2,3.9302,17.592,0.01180,1531.5
237.3,3.9318,17.590,0.01180,1531.4
237.4,3.9335,17.589,0.01180,1531.3
237.5,3.9352,17.591,0.01181,1531.4
237.6,3.9369,17.590,0.01181,1531.3
237.7,3.9386,17.589,0.01181,1531.3
237.8,3.9400,17.587,0.01181,1531.1
237.9,3.9419,17.588,0.01182,1531.2
238.0,3.9436,17.587,0.01182,1531.1
238.1,3.9452,17.586,0.01182,1531.0
238.2,3.9468,17.582,0.01182,1530.7
238.3,3.9485,17.583,0.01183,1530.7
238.4,3.9501,17.582,0.01183,1530.7
238.5,3.9519,17.582,0.01183,1530.7
238.6,3.9536,17.580,0.01184,1530.5
238.7,3.9552,17.581,0.01184,1530.5
238.8,3.9569,17.579,0.01184,1530.3
238.9,3.9585,17.577,0.01185,1530.2
239.0,3.9601,17.578,0.01185,1530.3
239.1,3.9617,17.577,0.01185,1530.2
239.2,3.9634,17.575,0.01185,1530.0
239.3,3.9649,17.572,0.01185,1529.8
239.4,3.9665,17.573,0.01186,1529.9
239.5,3.9681,17.572,0.01186,1529.7
239.6,3.9698,17.570,0.01186,1529.6
239.7,3.9714,17.569,0.01186,1529.5
239.8,3.9730,17.570,0.01187,1529.6
239.9,3.9746,17.569,0.01187,1529.5
240.0,3.9764,17.569,0.01187,1529.5
240.1,3.9780,17.568,0.01188,1529.4
240.2,3.9796,17.567,0.01188,1529.4
240.3,3.9812,17.566,0.01188,1529.3
240.4,3.9829,17.567,0.01188,1529.4
240.5,3.9845,17.566,0.01188,1529.3
240.6,3.9863,17.565,0.01189,1529.2
240.7,3.9879,17.562,0.01189,1528.9
240.8,3.9896,17.564,0.01189,1529.1
240.9,3.9912,17.562,0.01189,1528.9
241.0,3.9929,17.562,0.01190,1528.9
241.1,3.9945,17.561,0.01190,1528.8
241.2,3.9962,17.560,0.01190,1528.8
241.3,3.9980,17.560,0.01190,1528.7
241.4,3.9996,17.560,0.01190,1528.8
241.5,4.0012,17.559,0.01191,1528.7
241.6,4.0029,17.558,0.01191,1528.5
241.7,4.0048,17.559,0.01191,1528.6
241.8,4.0062,17.558,0.01192,1528.5
241.9,4.0080,17.557,0.01191,1528.5
242.0,4.0097,17.556,0.01193,1528.4
242.1,4.0115,17.557,0.01192,1528.5
242.2,4.0130,17.552,0.01192,1528.1
242.3,4.0147,17.553,0.01193,1528.1
242.4,4.0164,17.553,0.01193,1528.1
242.5,4.0182,17.552,0.01193,1528.1
242.6,4.0199,17.551,0.01193,1527.9
242.7,4.0216,17.550,0.01193,1527.9
242.8,4.0234,17.550,0.01193,1527.9
242.9,4.0250,17.549,0.01194,1527.8
243.0,4.0266,17.548,0.01194,1527.6
243.1,4.0283,17.546,0.01194,1527.5
243.2,4.0301,17.547,0.01195,1527.6
243.3,4.0316,17.544,0.01195,1527.3
243.4,4.0332,17.542,0.01195,1527.2
243.5,4.0349,17.542,0.01195,1527.1
243.6,4.0368,17.543,0.01195,1527.2
243.7,4.0384,17.539,0.01195,1526.9
243.8,4.0401,17.538,0.01195,1526.8
259.7,4.0410,17.138,0.17100,1492.0
259.8,4.0411,17.137,0.17100,1491.9
259.9,4.0418,17.141,0.17100,1492.3
260.0,4.0436,17.164,0.17100,1494.3
260.1,4.0451,17.184,0.17101,1496.0
260.2,4.0468,17.206,0.17101,1497.9
260.3,4.0486,17.227,0.17101,1499.8
260.4,4.0503,17.251,0.17101,1501.8
260.5,4.0520,17.270,0.17101,1503.5
260.6,4.0536,17.291,0.17101,1505.3
260.7,4.0553,17.312,0.17101,1507.1
260.8,4.0569,17.331,0.17101,1508.8
260.9,4.0585,17.348,0.17101,1510.3
261.0,4.0600,17.365,0.17101,1511.8
261.1,4.0619,17.384,0.17101,1513.4
261.2,4.0634,17.400,0.17101,1514.8
261.3,4.0650,17.416,0.17101,1516.2
261.4,4.0664,17.429,0.17101,1517.3
261.5,4.0683,17.446,0.17101,1518.8
261.6,4.0699,17.460,0.17101,1520.0
261.7,4.0715,17.473,0.17101,1521.1
261.8,4.0730,17.483,0.17101,1522.0
261.9,4.0748,17.497,0.17100,1523.3
262.0,4.0764,17.508,0.17101,1524.2
262.1,4.0780,17.518,0.17101,1525.1
262.2,4.0797,17.526,0.17100,1525.7
262.3,4.0814,17.534,0.17102,1526.4
262.4,4.0829,17.541,0.17101,1527.1
262.5,4.0846,17.548,0.17101,1527.7
262.6,4.0864,17.554,0.17101,1528.2
262.7,4.0880,17.559,0.17101,1528.7
262.8,4.0897,17.562,0.17101,1528.9
262.9,4.0913,17.565,0.17101,1529.2
263.0,4.0929,17.569,0.17101,1529.5
263.1,4.0947,17.571,0.17101,1529.7
263.2,4.0964,17.571,0.17102,1529.7
263.3,4.0979,17.570,0.17101,1529.6
263.4,4.0997,17.569,0.17102,1529.5
263.5,4.1012,17.568,0.17102,1529.4
263.6,4.1030,17.568,0.17102,1529.4
263.7,4.1047,17.564,0.17101,1529.1
263.8,4.1064,17.564,0.17102,1529.1
263.9,4.1080,17.561,0.17101,1528.8
264.0,4.1097,17.560,0.17102,1528.7
264.1,4.1115,17.558,0.17101,1528.5
264.2,4.1131,17.556,0.17102,1528.4
264.3,4.1148,17.553,0.17101,1528.1
264.4,4.1165,17.550,0.17102,1527.8
264.5,4.1181,17.549,0.17101,1527.7
264.6,4.1197,17.544,0.17102,1527.3
264.7,4.1215,17.542,0.17102,1527.2
264.8,4.1231,17.539,0.17101,1526.9
264.9,4.1248,17.536,0.17101,1526.6
265.0,4.1264,17.532,0.17101,1526.3
265.1,4.1281,17.529,0.17101,1526.1
265.2,4.1297,17.527,0.17101,1525.8
265.3,4.1315,17.525,0.17101,1525.6
265.4,4.1331,17.522,0.17101,1525.4
265.5,4.1348,17.519,0.17102,1525.2
